ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
oprima	opprimer	opprimere	oprimir	oprimir	opprimere
opt	huit	otto	ocho	oito	octo
optare	opter	optare	optar	optar	optare
optativ	optatif	ottativo	optativo	optativo	optativum
optim	optime	ottimo	óptimo	ótimo	optimum
opțiune	option	opzione	opción	opção	optionem
oră	heure	ora	hora	hora	horam
oracol	oracle	oracolo	oráculo	oráculo	oraculum
oral	oral	orale	oral	oral	oralem
oratoriu	oratoire	oratorio	oratorio	oratório	oratorium
orbicular	orbiculaire	orbicolare	orbicular	orbicular	orbicularem
orbită	orbite	orbita	órbita	órbita	orbitam
ordin	ordre	ordine	orden	ordem	ordinem
ordona	ordonner	ordinare	ordenar	ordenar	ordinare
ordinal	ordinal	ordinale	ordinal	ordinal	ordinalem
orez	riz	riso	arroz	arroz	orȳzam
orfan	orfene	orfano	huérfano	orfâo	orfanum
orgă	orgue	organo	órgano	órgão	organum
organic	organique	organico	orgánico	orgânico	organicum
orgie	orgie	orgia	orgía	orgia	orgiam
oribil	horrible	orribile	horrible	horrível	horribilem
original	original	originale	original	original	originalem
ornament	ornement	ornamento	ornamento	ornamento	ornamentum
oroare	horreur	orrore	horror	horror	horrorem
orologiu	horloge	orologio	reloj	relógio	horologium
ortodoxie	orthodoxie	ortodossia	ortodoxia	ortodoxia	orthodoxiam
ortografie	orthographie	ortografia	ortografía	ortografia	orthographia
os	eux	osso	hueso	osso	ossum
osana	hosanna	osanna	hosanna	hosana	hosanna
oscilație	oscillation	oscillazione	oscilación	oscilação	oscillationem
oscilațiune	oscillation	oscillazione	oscilación	oscilação	oscillationem
ospitalitate	hospitalité	ospitalità	hospitalidad	hospitalidade	hospitalitatem
ostentație	ostentation	ostentazione	ostentación	ostentação	ostentationem
ostilitate	hostilité	ostilità	hostilidad	hostilidade	hostilitatem
ou	oeuf	uovo	huevo	ovo	ovum
oval	oval	ovale	oval	oval	ovalem
păcat	péché	peccato	pecado	pecado	peccatum
pace	paix	pace	paz	paz	pacem
pacient	patient	paciente	paciente	paciente	patientem
paciență	pacient	pazienza	paciencia	paciência	patientiam
pacifica	pacifier	pacificare	pacificar	pacificar	pacificare
pacificator	pacificateur	pacificatore	pacificador	pacificator	pacificatorem
pact	pacte	patto	pacto	pacto	pactus
păcură	poix	pece	pez	pez	picem
păduche	pou	pidocchio	piojo	piolho	pediculum
păduchios	pouilleux	pidocchioso	piojoso	piolhoso	pediculosum
păgîn	payen	pagano	pagano	pagão	paganum
pagină	page	pagina	página	página	paginam
părea	paille	paglia	paja	palha	paleam
palat	palais	palazzo	palacio	palácio	palatium
palid	pâle	pallido	pálido	pálido	pallidum
palimpsest	palimpseste	palinsesto	palimpsesto	palimpsesto	palimpsestum
palinodie	palinodie	palinodia	palinodia	palinódia	palinodiam
palmă	paume	palma	palma	palma	palmam
palpa	palper	palpare	palpar	palpar	palpare
pană	penne	penna	peña	pena	pinnam
panaceu	panacée	panacea	panacea	panaceia	panaceam
panică	panique	panico	pánico	pânico	panicum
panteon	panthéon	pánteon	panteón	panteão	pantheon
panteră	panthère	pantéra	pantera	pantera	pantheram
papă	pape	papa	papa	papa	papam
papilă	papille	papilla	papila	papila	papillam
pară	par	palo	palo	pao	palum
paracenteză	paracentèse	paracentesi	paracentesis	paracentesis	paracentesis
paradigmă	paradigme	paradigma	paradigma	paradigma	paradigma
paradis	paradis	paradiso	paraíso	paraíso	paradisum
paradiziac	paradisiaque	paradisiaco	paradisíaco	paradisíaco	paradisiacum
paralel	parallèle	parallelo	paralelo	paralelo	parallelum
paralitic	paralytique	paralitico	paralítico	paralítico	paralyticum
paranteză	paranthèse	parentesi	paréntesis	parêntese	parenthesis
parazit	parasite	parassita	parásito	parasita	parasitum
parc	parc	parco	parque	parque	parcum
părere	paroir	parere	parer	parer	parere
păresimi	carême	quaresima	cuaresma	quaresma	quadragesimam
perete	paroi	parete	pared	parede	parietem
părinte	parent	parente	pariente	parente	parentem
paritate	parité	parità	paridad	paridade	paritatem
parodie	parodie	parodia	parodia	paródia	parodiam
parohie	paroisse	parrochia	parroquia	paróquia	parochiam
parotidă	parotide	parotide	parótida	parótida	parotidem
parte	part	parte	parte	parte	partem
participa	participer	partecipare	participar	participar	participare
participiu	participe	participio	participio	particípio	participium
păr	poil	pelo	pelo	pelo	pilum
pas	pas	passo	paso	passo	passum
pascal	pascal	pasquale	pascual	pascal	paschalem
pasiune	passion	passione	pasión	paixão	passionem
paște	pâques	pasqua	pascua	pascoa	pascham
pastișă	pastiche	pasticcio	pastiche	pastiche	pasticium
pășune	passon	pasciona	pación	pacion	pastionem
patent	patent	patente	patente	patente	patentem
paternitate	paternité	paternità	paternidad	paternidade	paternitatem
patetic	pathétique	patetico	patético	patético	patheticum
pătlagină	plantain	piantaggine	llanten	plantago	plantaginem
patrimonial	patrimonial	patrimoniale	patrimonial	patrimonial	patrimonialem
patrimoniu	patrimoine	patrimonio	patrimonio	patrimônio	patrimonium
patron	patron	patrono	patrón	patrono	patronum
patronimic	patronymique	patronimico	patronímico	patronímico	patronymicum
patru	quatre	quattro	cuatro	quatro	quattuor
patrulater	quadrilatère	quadrilatero	cuadrilátero	quadrilátero	quadrilaterum
păun	paon	pavone	pavon	pavão	pavonem
pe	par	per	por	por	per
peatră	pierre	pietra	piedra	pedra	petram
pectoral	pectoral	pettorale	pectoral	peitoral	pectoralem
peculiar	péculiaire	peculiare	peculiar	peculiar	peculiarem
pedală	pédale	pedale	pedal	pedal	pedalem
pedicur	pédicure	pedicure	pedicura	pedicure	pedicuram
piez	pied	piede	pie	pé	pedem
pele	peau	pelle	piel	pele	pellem
pelerin	pelerin	pelegrino	peregrino	peregrino	peregrinum
pelvis	pelvis	pelvi	pelvis	pélvis	pelvis
penă	peine	pena	pena	pena	poenam
penetra	pénétrer	penetrare	penetrar	penetrar	penetrare
penetrabil	pénétrable	penetrabile	penetrable	penetrável	penetrabilem
penetrație	pénétration	penetrazione	penetración	penetração	penetrationem
penetrațiune	pénétration	penetrazione	penetración	penetração	penetrationem
peninsulă	péninsule	penisola	península	península	paeninsulam
penis	pénis	pene	pene	pênis	penem
penitent	pénitent	penitente	penitente	penitente	paenitentem
penitență	pénitence	penitenza	penitencia	penitência	paenitentiam
pensiune	pension	pensione	pensión	pensão	pensionem
penultim	pénultième	penultimo	penúltimo	penúltimo	paenultimum
pepene	pépin	popone	pepino	pepino	peponem
piept	pis	petto	pecho	peito	pectus
pieptene	peigne	pettine	peine	pente	pecten
percepe	percevoir	percepire	percibir	perceber	percipere
perceptibil	perceptible	percettibile	perceptible	perceptível	perceptibilem
percepție	perception	percezione	percepción	percepção	perceptionem
perdiție	perdition	perdizione	perdición	perdição	perditionem
pereche	pareil	parecchio	parejo	parelho	pariculum
peren	pérenne	perenne	perenne	perene	perennem
perfect	parfait	perfetto	perfecto	perfeito	perfectum
perfecțiune	perfection	perfezione	perfección	perfeição	perfectionem
perfidie	perfidie	perfidia	perfidia	perfídia	perfidiam
perfora	perforer	perforare	perforar	perfurar	perforare
pergament	parchemin	pergamena	pergamino	pergaminho	pergamenam
pericul	péril	pericolo	peligro	perigo	periculum
perioadă	période	periodo	período	período	periodum
periodic	périodique	periodico	periódico	periódico	periodicum
peripatetic	péripatétique	peripatetico	peripatético	peripatético	peripateticum
periplu	périple	periplo	periplo	périplo	periplus
permeabil	perméable	permeabile	permeable	permeável	permeabilem
permuta	permuter	permutare	permutar	permutar	permutare
permutație	permutation	permutazione	permutación	permutação	permutationem
permutațiune	permutation	permutazione	permutación	permutação	permutationem
perora	pérorer	perorare	perorar	perorar	perorare
perpetuu	perpétuel	perpetuo	perpetuo	perpétuo	perpetuum
perpetua	perpétuer	perpetuare	perpetur	perpetuar	perpetuare
perplex	perplexe	perplesso	perplejo	perplexo	perplexum
perplexitate	perplexité	perplessità	perplejidad	perplexidade	perplexitatem
persevera	persévérer	perseverare	perseverar	perseverar	perseverare
perseverență	persévérance	perseveranza	perseverancia	perseverança	perseverantiam
persic	persique	pesco	péjego	pecego	persicum
persoană	personne	persona	persona	pessoa	personam
personaj	personnage	personaggio	personaje	personagem	personaticum
personal	personnel	personale	personal	pessoal	personalem
persuasiune	persuasion	persuasione	persuasión	persuasão	persuasionem
pertinent	pertinent	pertinente	pertinente	pertinente	pertinentem
perversitate	perversité	perversità	perversidad	perversidade	perversitatem
perversiune	perversion	perversione	perversión	perversão	perversionem
pervertire	pervertir	pervertire	pervirtiendo	pervertendo	pervertere
pesar	pessaire	pessario	pesario	pessário	pessarium
pește	poisson	pesce	pez	peixe	piscem
petiție	petition	petizione	petición	petição	petitionem
petulant	pétulant	petulante	petulante	petulante	petulantem
petunie	petun	petunia	petunia	petum	petuniam
piastru	piastre	piastra	piastra	piastra	emplastrum
pieri	périr	perire	perecer	perecer	perire
pietate	piété	pietà	piedad	piedade	pietatem
pigment	pigment	pigmento	pigmento	pigmento	pigmentum
pilor	pylore	piloro	píloro	piloro	pylorum
pin	pin	pino	pino	pinho	pinum
pâine	pain	pane	pan	páo	panem
pineal	pinéal	pineale	pineal	pineal	pineam
pântece	panse	pancia	panza	pança	panticem
piramidă	pyramide	piramide	pirámide	pirâmide	pȳramidem
pirat	pirate	pirata	pirata	pirata	piratam
piscină	piscine	piscina	piscina	piscina	piscinam
pisiform	pisiforme	pisiforme	pisiforme	pisiforme	pisiformem
pistil	pistil	pistillo	pistilo	pistilo	pistillum
plăcea	plaire	piacere	placer	prazer	placere
placebo	placebo	placebo	placebo	placebo	placebo
placentă	placenta	placenta	placenta	placenta	placentam
plagă	plaie	piaggia	playa	praia	plagam
plămân	poumon	polmone	pulmón	pulmão	pulmonem
planetar	planétaire	planetario	planetario	planetário	planetarium
plantație	plantation	piantagione	plantación	plantação	plantationem
plantațiune	plantation	piantagione	plantación	plantação	plantationem
plantigrad	plantigrade	plantigrado	plantígrado	plantígrado	plantigradum
plastic	plastic	plastico	plástico	plástico	plasticum
plastică	plastique	plastica	plástica	plástica	plasticam
plauzibil	plausible	plausibile	plausible	plausível	plausibilem
placa	plaquer	placare	aplacar	placar	placare
pleca	plier	piegare	llegar	chegar	plicare
plebe	plèbe	plebe	plebe	plebe	plebem
plebiscit	plébiscite	plebiscito	plebiscito	plebiscito	plebiscitum
plenar	plénier	plenario	plenario	plenário	plenarium
pleonasm	pléonasme	pleonasmo	pleonasmo	pleonasmo	pleonasmum
plex	plexe	plesso	plexo	plexo	plexum
plin	plein	pieno	lleno	cheio	plenum
ploua	pleuvoir	piovere	llover	chover	pluere
ploaie	pluie	pioggia	lluvia	chuva	pluviam
plop	peuplier	pioppo	chopo	choupo	populum
plumb	plomb	piombo	plomo	chumbo	plumbum
plural	pluriel	plurale	plural	plural	pluralem
popor	peuple	popolo	pueblo	povo	populum
pluralitate	pluralité	pluralità	pluralidad	pluralidade	pluralitatem
pluvial	pluvial	pluviale	pluvial	pluvial	pluvialem
pneumatic	pneumatique	pneumatico	pneumático	pneumático	pneumaticum
poartă	porte	porta	puerta	porta	portam
podium	podium	podio	podio	pódio	podium
poet	poète	poeta	poeta	poeta	poetam
poetic	poétique	poetico	poético	poético	poeticum
poezie	poésie	poesia	poesía	poesia	poesis
păi	puis	poi	pues	pois	post
politic	politique	politico	político	político	politicum
poliție	police	polizia	policía	polícia	politiam
pompos	pompeux	pomposo	pomposo	pomposo	pomposum
ponderabil	pondérable	ponderabile	ponderable	ponderável	ponderabilem
pont	point	punto	punto	ponto	punctum
ponton	ponton	pontone	pontón	pontão	pontonem
punt	pont	ponte	puente	ponte	pontem
popular	populaire	popolare	popular	popular	popularem
popularitate	popularité	popolarità	popularidad	popularidade	popularitatem
populațiune	population	popolazione	población	população	populationem
porc	porc	porco	porco	porco	porcum
porcar	porcher	porcaio	porquero	porqueiro	porcarium
portice	portique	portico	pórticos	pórticos	porticum
port	port	porto	puerto	porto	portum
posesiv	possessif	possessivo	posesivo	possessivo	possessivum
posibil	possible	possibile	posible	possível	possibilem
posibilitate	possibilité	possibilità	posibilidad	possibilidade	possibilitatem
posterior	postérieur	posteriore	posterior	posterior	posteriorem
posteritate	postérité	posterità	posteridad	posteridade	posteritatem
postumă	posthume	postumo	póstumo	póstumo	posthumum
potabil	potable	potabile	potable	potável	potabilem
potență	potence	potenza	potencia	potência	potentiam
poziție	position	posizione	posición	posição	positionem
pradă	proie	preda	preda	prea	praedam
pragmatic	pragmatique	pragmatico	pragmático	pragmático	pragmaticum
prat	pré	prato	prado	prado	pratum
prebendă	prébende	prebenda	prebenda	prebenda	praebendam
precar	précaire	precario	precario	precário	precarium
preceda	précéder	precedere	preceder	preceder	praecedere
preceptor	précepteur	precettore	preceptor	preceptor	praeceptorem
precesie	précession	precessione	precesión	precessão	praecessionem
precipita	précipiter	precipitare	precipitar	precipitar	praecipitare
precis	précis	preciso	preciso	preciso	praecisum
precizie	précision	precisione	precisión	precisão	praecisionem
precoce	précoce	precoce	precoz	precoce	praecocem
precursoare	précurseur	precursore	precursor	precursor	praecursorem
predestinație	prédestination	predestinazione	predestinación	predestinação	praedestinationem
predicație	prédication	predicazione	predicación	predicação	praedicationem
predicativ	prédicatif	predicativo	predicativo	predicativo	praedicativum
predicție	prédiction	predizione	predicción	predição	praedictionem
prefață	préface	prefazione	prefacion	prefáção	praefationem
prefect	préfet	prefetto	prefecto	prefeito	praefectum
prefectură	préfecture	prefettura	prefectura	prefeitura	praefecturam
prelat	prélat	prelato	prelado	prelado	praelatum
preludiu	prélude	preludio	preludio	prelúdio	praeludium
prematur	prémature	prematuro	prematuro	prematuro	praematurum
premedita	prémediter	premeditare	premeditar	premeditar	praemeditari
premiu	prix	premio	premio	prêmio	praemium
prepara	préparer	preparare	preparar	preparar	praeparare
preparație	préparation	preparazione	preparación	preparação	praeparationem
preparator	préparateur	preparatore	preparador	preparador	praeparatorem
preparatoriu	préparatoire	preparatorio	preparatorio	preparatória	praeparatorium
prepoziție	préposition	preposizione	preposición	preposição	praepositionem
prepuț	prépuce	prepuzio	prepucio	prepúcio	praeputium
prerogativă	prérogative	prerogativa	prerrogativa	prerrogativa	praerogativam
prescripție	prescription	prescrizione	prescripción	prescrição	praescriptionem
președinte	président	presidente	presidente	presidente	praesidentem
presiune	pression	pressione	presión	pressão	pressionem
prestidigitator	prestidigitateur	prestigiatore	prestidigitador	prestidigitador	praestigiatorem
prestigiu	prestige	prestigio	prestigio	prestígio	praestigium
preț	prix	prezzo	prez	preço	pretium
pretext	prétexte	pretesto	pretexto	pretexto	praetextum
prețios	précieuse	prezioso	precioso	precioso	pretiosum
pretor	préteur	pretore	pretor	pretor	praetorem
prevenție	prévention	prevenzione	prevención	prevenção	praeventionem
prezbiteriu	presbytère	presbiterio	presbiterio	presbitério	presbyterium
prezență	présence	presenza	presencia	presença	praesentiam
prezerva	préserver	preservare	preservar	preservar	praeservare
prezidiu	présidium	presidio	presidio	presídio	praesidium
prezenta	présenter	presentare	presentar	apresentar	praesentare
prezumție	présomption	presuntione	presunción	presunção	praesumptionem
prezumțios	présomptueux	presunzioso	presuntuoso	presunçoso	praesumptuosum
primar	primaire	primaio	primario	primeiro	primarium
prim	prime	primo	primo	primo	primum
primitiv	primitif	primitivo	primitivo	primitivo	primitivum
primăvară	primevoire	primavera	primavera	primavera	primaveram
principal	principal	principale	principal	principal	principalem
principat	principat	principato	principado	principado	principatum
principiu	principe	principio	principio	princípio	principium
prinț	prince	principe	príncipe	príncipe	principem
prinde	prendre	prendere	prender	prender	prendere
priva	priver	privare	privar	privar	privare
privațiune	privation	privazione	privación	privação	privationem
privativ	privatif	privativo	privativo	privativo	privativum
privilegiu	privilège	privilegio	privilegio	privilégio	privilegium
probabilitate	probabilité	probabilità	probabilidad	probabilidade	probabilitatem
probitate	probité	probità	probidad	probidade	probitatem
problemă	problème	problema	problema	problema	problema
proces	procès	processo	proceso	processo	processum
procesiune	procession	processione	procesión	procissão	processionem
proclama	proclamer	proclamare	proclamar	proclamar	proclamare
proclamație	proclamation	proclamazione	proclamación	proclamação	proclamationem
proconsul	proconsul	proconsole	procónsul	procônsul	proconsulem
proconsular	proconsulaire	proconsolare	proconsular	proconsular	proconsularem
procrea	procréer	procreare	procrear	procriar	procreare
procreație	procréation	procreazione	procreación	procriação	procreationem
procreațiune	procréation	procreazione	procreación	procriação	procreationem
procurator	procurateur	procuratore	procurador	procurador	procuratorem
prodig	prodigue	prodigo	pródigo	pródigo	prodigum
produce	produire	produrre	producir	produzir	producere
profan	profane	profano	profano	profano	profanum
profana	profaner	profanare	profanar	profanar	profanare
profesiune	profession	professione	profesión	profissão	professionem
profesoară	professeur	professore	profesor	professor	professorem
profet	prophète	profeta	profeta	profeta	prophetam
profund	profond	profondo	profundo	profundo	profundum
profuziune	profusion	profusione	profusión	profusão	profusionem
progenitor	progéniteur	progenitore	progenitor	progenitor	progenitorem
program	programme	programma	programa	programa	programma
progres	progrès	progreso	progreso	progresso	progressum
progresie	progression	progressione	progresión	progressão	progressionem
proiect	projet	progetto	proyecto	projeto	proiectum
proiecție	projection	proiezione	proyección	projeção	proiectionem
proiectil	projectil	proiettile	proyectil	projétil	proiectilem
prolaps	prolapsus	prolasso	prolapso	prolapso	prolapsum
prolix	prolixe	prolisso	prolijo	prolixo	prolixum
promiscuu	promiscue	promiscuo	promiscuo	promíscuo	promiscuum
promontoriu	promontoire	promontorio	promontorio	promontório	promontorium
promotoare	promoteur	promotore	promotor	promotor	promotorem
promova	promouvoir	promuovere	promover	promover	promovere
promulga	promulguer	promulgare	promulgar	promulgar	promulgare
pronominal	pronominal	pronominale	pronominal	pronominal	pronominalem
pronostic	pronostic	prognostico	pronóstico	prognóstico	prognosticum
pronume	pronom	pronome	pronombre	pronome	pronomen
pronunț	prononcer	pronunziare	pronunciar	pronunciar	pronuntiare
propaga	propager	propagare	propagar	propagar	propagare
propagandă	propagande	propaganda	propaganda	propaganda	propaganda
propensiune	propension	propensione	propensión	propensão	propensionem
propice	propice	propízio	propicio	propício	propitium
proporție	proportion	proporzione	proporción	proporção	proportionem
proporțional	proportionnel	proporzionale	proporcional	proporcional	proportionalem
proporționalitate	proportionnalité	proporzionalità	proporcionalidad	proporcionalidade	proportionalitatem
proporțiune	proportion	proporzione	proporción	proporção	proportionem
proprietar	propriétaire	proprietario	propietario	proprietário	proprietarium
propune	proposer	proporre	proponer	propor	proponere
proscrie	proscrire	proscrivere	proscribir	proscrever	proscribere
prospect	prospectus	prospetto	prospecto	prospecto	prospectum
prosperitate	prospérité	prosperità	prosperidad	prosperidade	prosperitatem
prostituată	prostituée	prostituta	prostituta	prostituta	prostitutam
prostituție	prostitution	prostituzione	prostitución	prostituição	prostitutionem
protecție	protection	protezione	protección	proteção	protectionem
protector	protecteur	protettore	protector	protetor	protectorem
proteja	protéger	proteggere	proteger	proteger	protegere
protocol	protocole	protocollo	protocolo	protocolo	protocollum
protuberanță	protubérance	protuberanza	protuberancia	protuberância	protuberantiam
proverb	proverbe	proverbio	proverbio	provérbio	proverbium
proverbial	proverbial	proverbiale	proverbial	proverbial	proverbialem
providență	providence	provvidenza	providencia	providência	providentiam
provincial	provincial	provinciale	provincial	provincial	provincialem
provincie	province	provincia	provincia	província	provinciam
provocație	provocation	provocazione	provocación	provocação	provocationem
proză	prose	prosa	prosa	prosa	prosam
prozaic	prosaïque	prosaico	prosaico	prosaico	prosaicum
prudent	prudent	prudente	prudente	prudente	prudentem
prurit	prurit	prurito	prurito	prurido	pruritum
psalm	psaume	salmo	salmo	salmo	psalmum
psalmist	psalmiste	salmista	salmista	salmista	psalmistam
pubertate	puberté	pubertà	pubertad	puberdade	pubertatem
pubis	pubis	pube	pubis	púbis	pubes
publica	publiquer	pubblicare	públicar	públicar	publicare
publican	publicain	pubblicano	publicano	publicano	publicanum
publicație	publication	pubblicazione	publicación	publicação	publicationem
pune	pondre	porre	poner	pôr	ponere
pulbere	poudre	polvere	polvo	pó	pulverem
pulmon	poumon	polmone	pulmón	pulmão	pulmonem
pulpă	polpe	polpa	pulpa	polpa	pulpam
puls	pouls	polso	pulso	pulso	pulsum
pui	poule	pollo	pollo	polo	pullum
pumnal	poignard	pugnale	puñal	punhal	pugnalem
pumn	poing	pugno	puño	punho	pugnum
punte	pont	ponte	puente	ponte	pontem
por	por	porro	porro	porro	porrum
pur	pur	puro	puro	puro	purum
impur	impur	impuro	impuro	impuro	impurum
purga	purger	purgare	purgar	purgar	purgare
purgație	purgation	purgazione	purgación	purgação	purgationem
purgatoriu	purgatoire	purgatorio	purgatorio	purgatório	purgatorium
purice	puce	pulce	pulga	pulga	pulicem
purifica	purifier	purificare	purificar	purificar	purificare
puritan	puritain	puritano	puritano	puritano	puritam
puritate	pureté	purità	puridad	puridade	puritatem
purulent	purulent	purulento	purulento	purulento	purulentum
puț	puits	pozzo	pozo	poço	puteum
putativ	putatif	putativo	putativo	putativo	putativum
putrefacție	putréfaction	putrefazione	putrefacción	putrefação	putrefactionem
rabic	rabique	rabico	rábico	rábico	rabicum
rabie	rage	rabbia	rabia	raiva	rabiam
radical	radical	radicale	radical	radical	radicalem
radius	radius	radio	radio	rádio	radium
rază	rai	raggio	rayo	raio	radium
rânced	rance	rancido	rancio	rançoso	rancidum
rapacitate	rapacité	rapacitá	rapacidad	rapacidade	rapacitatem
rar	rare	raro	raro	raro	rarum
raritate	rareté	rarità	raridad	raridade	raritatem
rășină	résine	resina	resina	resina	resinam
rășinos	résineux	resinoso	resinoso	resinoso	resinosum
răspunde	répondre	rispondere	responder	responder	respondere
rație	ration	razione	ración	ração	rationem
rațional	rationnel	razionale	racional	racional	rationalem
rău	ree	reo	reo	réu	reum
rade	raser	radere	raer	raer	radere
real	réel	reale	real	real	realem
regal	royal	reale	real	real	regalem
rebel	rebelle	ribelle	rebelde	rebelde	rebellem
rebeliune	rébellion	rebelione	rebelión	rebelião	rebellionem
rece	roisent	recente	reciente	recente	recentem
receptacul	réceptacle	ricettacolo	receptáculo	receptáculo	receptaculum
recepție	reception	ricezione	recepción	recepção	receptionem
receptiv	réceptif	ricettivo	receptivo	receptivo	receptivum
recesiune	récession	recessione	recesión	recessão	recessionem
rechiziție	réquisition	requisizione	requisición	requisição	requisitionem
reciprocitate	réciprocité	reciprocità	reciprocidad	reciprocidade	reciprocitatem
recita	réciter	recitare	recitar	recitar	recitare
recrea	recréer	ricreare	recrear	recrear	recreare
recreație	recreation	ricreazione	recreación	recreação	recreationem
rectifica	rectifier	rettificare	rectificar	retificar	rectificare
rect	recte	retto	recto	reto	rectum
rector	recteur	rettore	rector	reitor	rectorem
reduce	réduire	ridurre	reducir	reduzir	reducere
redundanță	redondance	ridondanza	redundancia	redundância	redundantiam
refectoriu	réfectoire	refettorio	refectorio	refeitório	refectorium
referentă	référent	referente	referente	referente	referentem
reflecție	réflexion	riflessione	reflexión	reflexão	reflexionem
reflex	reflet	riflesso	reflejo	reflexo	reflexum
reformator	réformateur	riformatore	reformador	reformador	reformatorem
refractar	réfractaire	refrattario	refractario	refratário	refractarium
refracție	réfraction	rifrazione	refracción	refração	refractionem
refrigera	refrigerer	refrigerare	refrigerar	refrigerar	refrigerare
refugiu	refuge	rifugio	refugio	refúgio	refugium
rege	roi	re	rey	rei	regem
regenera	régénérer	rigenerare	regenerar	regenerar	regenerare
regent	regent	reggente	regente	regente	regentem
regim	régime	regime	régimen	regime	regimen
regină	reine	regina	reina	rainha	reginam
regional	régional	regionale	regional	regional	regionalem
regiune	région	regione	región	região	regionem
regn	règne	regno	reino	reino	regnum
regresiune	régression	regressione	regresión	regressão	regressionem
relație	relation	relazione	relación	relacion	relationem
relicvă	relique	reliquia	reliquia	relíquia	reliquam
religie	religion	religione	religión	religião	religionem
religios	religieux	religioso	religioso	religioso	religiosum
religiozitate	religiosité	religiosità	religiosidad	religiosidade	religiositatem
religiune	religion	religione	religión	religião	religionem
remediabil	remédiable	rimediabile	remediable	remediável	remediabilem
remediu	remède	rimedio	remedio	remédio	remedium
reminiscență	réminiscence	reminiscenza	reminiscencia	reminiscência	reminiscentiam
remisiune	rémission	remissione	remisión	remissão	remissionem
renal	rénal	renale	renal	renal	renalem
renova	rénover	rinovare	renovar	renovar	renovare
reparațiune	réparation	riparazione	reparación	reparação	reparationem
repercusiune	répercussion	ripercussione	repercusión	repercussão	repercussionem
repertoriu	répertoire	repertorio	repertorio	repertório	repertorium
repetiție	répétition	ripetizione	repetición	repetição	repetitionem
represiune	répression	repressione	represión	repressão	repressionem
represiv	répressif	repressivo	represivo	repressivo	repressivum
represor	répresseur	repressore	represor	repressor	repressorem
reprezenta	représenter	rappresentare	representar	representar	repraesentare
reprima	réprimer	reprimere	reprimir	reprimir	reprimere
repulsie	répulsion	repulsione	repulsión	repulsão	repulsionem
resciziune	rescision	rescissione	rescisión	rescisão	rescissionem
rescript	rescrit	rescritto	rescripto	rescrito	rescriptum
respect	respect	rispetto	respeto	respeito	respectum
respecta	respecter	rispettare	respectar	respeitar	respectare
respira	respirer	respirare	respirar	respirar	respirare
respirație	respiration	respirazione	respiración	respiração	respirationem
respirațiune	respiration	respirazione	respiración	respiração	respirationem
responsabil	responsable	reponsabile	responsable	responsável	responsabilem
restaura	restaurer	restaurare	restaurar	restaurar	restaurare
restaurator	restaurateur	restauratore	restaurador	restaurador	restauratorem
restituție	restitution	restituzione	restitución	restituição	restitutionem
restricție	restriction	restrizione	restricción	restrição	restrictionem
restrictiv	restrictif	restrittivo	restrictivo	restritivo	restrictivum
resurecție	résurrection	resurrezione	resurrección	ressurreição	resurrectionem
retenție	rétention	ritenzione	retención	retenção	retentionem
reticență	réticence	reticenza	reticencia	reticência	reticentiam
reticulo	réticulo	reticolo	retículo	retículo	reticulum
retoric	rhétorique	retorico	retórico	retórico	rhetoricum
retroceda	rétrocéder	retrocedere	retroceder	retroceder	retrocedere
retrograd	rétrograde	retrogrado	retrógrado	retrógrado	retrogradum
retrogradație	rétrogradation	retrogradazione	retrogradación	retrogradação	retrogradationem
reumatism	rheumatisme	reumatismo	reumatismo	reumatismo	rheumatismum
revela	révéler	rivelare	revelar	revelar	revelare
revelație	révélation	rivelazione	revelación	revelação	revelationem
reverend	révérence	reverendo	reverendo	reverendo	reverendum
reverend	révérede	reverendo	reverendo	reverendo	reverendum
reverență	révérence	riverenza	reverencia	reverência	reverantiam
reversie	réversion	reversione	reversión	reversão	reversionem
revizie	révision	revisione	revisión	revisão	revisionem
revocabil	révocable	revocabile	revocable	revogável	revocabilem
revoluție	révolution	rivoluzione	revolución	revolução	revolutionem
revulsiv	révulsif	revulsivo	revulsivo	revulsivo	revulsivum
rezident	résident	residente	residente	residente	residentem
reziduu	résidu	residuo	residuo	resíduo	residuum
rezista	résister	resistere	resistir	resistir	resistere
rezoluție	résolution	risoluzione	resolución	resolução	resolutionem
rezolva	résoudre	risolvere	resolver	resolver	resolvere
rezonanță	résonance	risonanza	resonancia	ressonância	resonantiam
ridicol	ridicule	ridicolo	ridículo	ridículo	ridiculum
rigoare	rigueur	rigore	rigor	rigor	rigorem
rimă	rime	rima	rima	rima	rhythmum
rânced	rance	rancido	rancio	ranço	rancidum
ritm	rythme	ritmo	ritmo	ritmo	rhythmum
rinichi	rognon	rognone	riñón	rim	reniculum
ritual	rituel	rituale	ritual	ritual	ritualem
rival	rival	rivale	rival	rival	rivalem
rivalitate	rivalité	rivalità	rivalidad	rivalidade	rivalitatem
rizibil	risible	risibile	risible	risível	r‎isibilem
roade	roder	rodere	roer	roer	rodere
roib	rouge	roggio	rubio	ruivo	rubeum
roată	roue	routa	rueda	roda	rotam
robust	robuste	robusto	robusto	robusto	robustum
roș	roux	rosso	rojo	roxo	russum
roșu	rose	roseo	róseo	róseo	roseum
rostral	rostral	rostrale	rostral	rostral	rostralem
