ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
cohlee	cochlée	coclea	cóclea	cóclea	cochleam
coif	coiffe	cuffia	cofia	coifa	cofeam
colabora	collaborer	collaborare	colaborar	colaborar	collabōrāre
colaps	collapse	collasso	colapso	colapso	collāpsum
colectiv	collectif	collettivo	colectivo	coletivo	collectīvum
coleg	collègue	collega	colega	colega	collēgam
colină	choline	collina	colina	colina	collīnam
coliziune	collision	collisione	colisión	colisão	collīsiōnem
coloană	colonne	colonna	columna	coluna	columnam
colocviu	colloque	colloquio	coloquio	colóquio	colloquium
culoare	couleur	colore	color	cor	colōrem
colos	colose	colosso	coloso	colosso	colossum
colastră	colostrum	colostro	calostro	colostro	colostrum
colubru	coleuvre	colubro	culebra	cobra	colubrum
columnă	colonne	colonna	columna	coluna	columnam
comă	coma	coma	coma	coma	comam
combina	combiner	combinare	combinar	combinar	combīnāre
combinație	combinaison	combinazione	combinación	combinação	combīnātiōnem
combinațiune	combinaison	combinazione	combinación	combinação	combīnātiōnem
combustie	combustion	combustione	combustión	combustão	combustiōnem
comedie	comédie	commedia	comedia	comédia	cōmoediam
comemora	commémorer	commemorare	conmemorar	comemorar	commemorāre
comerț	commerce	commercio	comercio	comércio	commercium
comestibil	comestible	commestibile	comestible	comestível	comestibilem
cometă	comète	cometa	cometa	cometa	comētam
comic	comique	comico	cómico	cômico	cōmicum
comite	comité	comite	cometer	cometer	comitem
comitet	comité	comitato	condado	condado	comitātum
compact	compact	compatto	compacto	compacto	compactum
comparație	comparaison	comparazione	comparación	comparação	comparātiōnem
compasiune	compassion	compassione	compasión	compaixão	compassiōnem
compendiu	compendium	compendio	compendio	compêndio	compendium
compensa	compenser	compensare	compensar	compensar	compensāre
compensație	compensation	compensazione	compensación	compensação	compensātiōnem
compensațiune	compensation	compensazione	compensación	compensação	compensātiōnem
competent	compétent	competente	competente	competente	competentem
compila	compiler	compilare	compilar	compilar	compīlāre
complex	complexe	complesso	complejo	complexo	complexum
complica	compliquer	complicare	complicar	complicar	complicāre
compozit	composite	composito	compósito	compósito	compositum
compoziție	composition	composizione	composición	composição	compositiōnem
compozitor	compositeur	compositore	compositor	compositor	compositōrem
compres	compresse	compresso	compreso	compreso	compressum
compresibil	compressible	compressibile	compresible	compressível	compressibilem
compresiune	compression	compressione	compresión	compressão	compressiōnem
comprima	comprimer	comprimere	comprimir	comprimir	comprimēre
compulsa	compulser	compulsare	compulsare	compulsare	compulsāre
compulsie	compulsion	compulsione	compulsión	compulsão	compulsiōnem
compune	composer	comporre	componer	compor	compōnēre
comunica	communiquer	comunicare	comunicar	comunicar	commūnicāre
comunicație	communication	comunicazione	comunicación	comunicação	commūnicātiōnem
comunicațiune	communication	comunicazione	comunicación	comunicação	commūnicātiōnem
comunicativ	communicatif	comunicativo	comunicativo	comunicativo	commūnicātivum
comunitate	communauté	comunità	comunidad	comunidade	commūnitātem
comuniune	communion	comunione	comunión	comunhão	commūniōnem
comutație	commutation	commutazione	conmutación	comutação	commūtātiōnem
cu	avec	con	com	con	cum
concede	concéder	concedere	conceder	conceder	concēdēre
concepe	concevoir	concepire	concebir	conceber	concipere
concept	concept	concetto	concepto	conceito	conceptum
concepție	conception	concezione	concepción	concepção	conceptiōnem
concepțiune	conception	concezione	concepción	concepção	conceptiōnem
concesie	concession	concessione	concesión	concessão	concessiōnem
conchide	conclure	concludere	concluir	concluir	conclūdēre
conciliațiune	conciliation	conciliazione	conciliación	conciliação	conciliātiōnem
conciliator	conciliateur	conciliatore	conciliador	conciliador	conciliātōrem
conclav	conclave	conclave	cónclave	conclave	conclāve
concluzie	conclusion	conclusione	conclusión	conclusão	conclūsiōnem
concomitant	concomitant	concomitante	concomitante	concomitante	concomitantem
concorda	concorder	concordare	concordar	concordar	concordāre
concrețiune	concretion	concrezione	concreción	concreção	concretiōnem
concubină	concubin	concubina	concubina	concubina	concubīnam
concupiscent	concupiscent	concupiscente	concupiscente	concupiscente	concupiscentem
concupiscență	concupiscence	concupiscenza	concupiscencia	concupiscência	concupiscentiam
condamna	condamner	condannare	condenar	condenar	condemnāre
condițiune	condition	condizione	condición	condição	conditiōnem
conductor	conducteur	conduttore	conductor	condutor	conductōrem
confecție	confection	confezione	confección	confecção	confectiōnem
confecțiune	confection	confezione	confección	confecção	confectiōnem
confesiune	confession	confessione	confesión	confissão	cōnfessiōnem
confesor	confesseur	confessore	confesor	confessor	confessōrem
configura	configurer	configurare	configurar	configurar	cōnfigūrāre
configurație	configuration	configurazione	configuración	configuração	cōnfigūrātiōnem
confirma	confirmer	confermare	confirmar	confirmar	cōnfirmāre
confisca	confisquer	confiscare	confiscar	confiscar	confiscāre
conflagrație	conflagration	conflagrazione	conflagración	conflagração	cōnflagrātiōnem
conflagra	conflagrer	conflagrare	conflagrar	conflagrar	cōnflagrāre
confluent	confluent	confluente	confluente	confluente	confluentem
confluență	confluence	confluenza	confluencia	confluência	confluentiam
confunda	confondre	confondere	confundir	confundir	cōnfundēre
confuzie	confusion	confusione	confusión	confusão	confūsiōnem
congela	congeler	congelare	congelar	congelar	congēlāre
congener	congénère	congenere	congénere	congênere	congeneris
congestie	congestion	congestione	congestión	congestion	congestiōnem
conglutina	conglutiner	conglutinare	conglutinar	conglutinar	conglūtināre
congratula	congratuler	congratular	congratular	congratular	congrātulārī
congregație	congrégation	congregazione	congregación	congregação	congregātiōnem
congregațiune	congrégation	congregazione	congregación	congregação	congregātiōnem
congres	congrès	congresso	congreso	congresso	congressum
congruent	congruent	congruente	congruente	congruente	congruentem
congruență	congruence	congruenza	congruencia	congruência	congruentiam
conjectură	conjecture	congettura	conjetura	conjetura	coniectūram
conjugal	conjugal	coniugale	conyugal	conjugal	coniugālem
conjuncție	conjonction	congiunzione	conjunción	conjunção	coniunctiōnem
conjunctiv	conjonctif	congiuntivo	conjuntivo	conjuntivo	coniunctīvum
conjunctură	conjoncture	congiuntura	coyuntura	conjuntura	conincturam
consacra	consacrer	consacrare	consagrar	consagrar	cōnsecrāre
consecință	conséquence	conseguenza	consecuencia	conseqüência	consequentiam
consens	consense	consenso	consenso	consenso	cōnsēnsum
conservator	conservateur	conservatore	conservador	conservador	cōnservātōrem
considera	considérer	considerare	considerar	considerar	cōnsīderāre
considerație	considération	considerazione	consideración	consideração	consīderātiōnem
consilier	conseiller	consigliere	consejero	conselheiro	consiliārium
consistoriu	consistoire	consistorio	consistorio	consistório	cōnsistōrium
consolă	consoleir	consolare	consolar	consolar	cōnsōlāre
consonant	consonant	consonante	consonante	consoante	cōnsonantem
consonanță	consonance	consonanza	consonancia	consonância	cōnsonantia
consort	consort	consorte	consorte	consorte	consortem
consorțiu	consortium	consorzio	consorcio	consórcio	consortium
conspira	conspirer	cospirare	conspirar	conspirar	conspirāre
conspirație	comspiration	cospirazione	conspiración	conspiração	conspīrātiōnem
conspirațiune	conspiration	cospirazione	conspiración	conspiração	conspīrātiōnem
constant	constant	costante	constante	constante	constantem
constanță	constance	costanza	constancia	constância	constantiam
constelație	constellation	costellazione	constelación	constelação	cōnstēllātiōnem
consternație	consternation	costernazione	consternación	consternação	cōnsternātiōnem
constituție	constitution	costituzione	constitución	constituição	constitūtiōnem
construcție	construction	costruzione	construcción	construção	cōnstructiōnem
construcțiune	construction	costruzione	construcción	construção	cōnstructiōnem
construi	construire	costruire	construir	construir	cōnstruēre
consubstanțial	consubstantiel	consustanziale	consustancial	consubstancial	consubstantiālem
consubstanțialitate	consubstantialité	consustanzialità	consustancialidad	consubstancialidade	consubstāntiālitātem
consul	consul	consule	cónsul	cônsul	cōnsulem
consulat	consulat	consolato	consulado	consulado	cōnsulātum
consult	consulte	consultare	consultar	consultar	cōnsultāre
consuma	consommer	consumare	consumir	consumir	cōnsūmēre
contagiune	contagion	contagio	contagio	contágio	contāgiōnem
contamina	contaminer	contaminare	contaminar	contaminar	contāmināre
contemplație	contemplation	contemplazione	contemplación	contemplação	contemplātiōnem
contemplativ	contemplatif	contemplativo	contemplativo	contemplativo	contemplātivum
contemporan	contemporain	contemporaneo	contemporáneo	contemporâneo	contemporāneum
contiguu	contigu	contiguo	contiguo	contíguo	contiguum
conține	contenir	contenere	contener	conter	continēre
continent	continent	continente	continente	continente	continentem
continență	continence	continenza	continencia	continência	continentiam
contingență	contingence	contingenza	contingencia	contingência	contingentiam
continua	continuer	continuare	continuar	continuar	continuāre
continuitate	continuité	continuità	continuidad	continuidade	continuitātem
contract	contrat	contratto	contrato	contrato	contractum
contracție	contraction	contrazione	contracción	contração	contractiōnem
contradicție	contradiction	contraddizione	contradicción	contradição	contrādictiōnem
contradicțiune	contradiction	contraddizione	contradicción	contradição	contrādictiōnem
contradictoriu	contradictoire	contraddittorio	contradictorio	contraditório	contrādictōrium
contrar	contraire	contrario	contrario	contrário	contrārium
contrazice	contredire	contraddire	contradecir	contradizer	contrādīcere
contribui	contribuer	contribuire	contribuir	contribuir	contribuēre
contubernal	contubernale	contubernale	contubernal	contubernal	contubernālem
contumacie	contumace	contumacia	contumacia	contumácia	contumāciam
contuzie	contusion	contusione	contusión	contusão	contūsiōnem
contuziune	contusion	contusione	contusión	contusão	contūsiōnem
convalescent	convalescent	convalescente	convaleciente	convalescente	convalēscentem
convalescență	convalescence	convalescenza	convalecencia	convalescença	convalēscentiam
convecție	convection	convezione	convección	convecção	convectiōnem
convenient	convenant	conveniente	conveniente	conveniente	convenientem
convent	convent	convento	convento	convento	conventum
convenție	convention	convenzione	convención	convenção	conventiōnem
convențional	conventionnel	convenzionale	convencional	convencional	conventionālem
convențiune	convention	convenzione	convención	convenção	conventiōnem
converge	converger	convergere	converger	convergir	convergere
convergent	convergent	convergente	convergente	convergente	convergentem
conversiune	conversion	conversione	conversión	conversão	conversiōnem
converti	convertir	convertire	convertir	converter	convertēre
convexitate	convexité	convessità	convexidad	convexidade	convexitātem
convinge	convaincre	convincere	convencer	convencer	convincēre
convoi	convoi	convoglio	convoy	comboio	cumviam
coopera	coopérer	cooperare	cooperar	cooperar	cooperārī
coperi	couvrir	coprire	cubrir	cubrir	cooperīre
corabie	caravelle	caravella	carabela	caravela	carabum
corb	corbeau	corvo	cuervo	corvo	corvum
corecție	correction	correzione	corrección	correção	corrēctiōnem
corecțiune	correction	correzione	corrección	correção	corrēctiōnem
cure	courir	correre	correr	correr	currēre
corija	corriger	correggere	corregir	corrigir	corrigēre
cornut	cornu	cornuto	cornudo	cornudo	cornūtum
coroană	couronne	corona	corona	coroa	corōnam
cununa	couronner	coronare	coronar	coroar	corōnare
corobora	corroborer	corroborare	corroborar	corroborar	corrōborāre
coroda	corroder	corrodere	corroer	corroer	corrōdēre
corolă	corolle	corolla	corola	corola	corōllam
corolar	corollaire	corollario	corolario	corolário	corōllārium
coronal	coronal	coronale	coronal	coronal	corōnālem
corp	corps	corpo	cuerpo	corpo	corpus
corpolent	corpulent	corpulento	corpulento	corpulento	corpulentum
corpolență	corpulence	corpulenza	corpulencia	corpulência	corpulentiam
cortină	courtine	cortina	cortina	cortina	cortīnam
corupe	corrompre	corrompere	corromper	corromper	corrumpēre
corupt	corrompu	corrotto	corrupto	corrupto	corruptum
coruptibil	corruptible	corruttibile	corruptible	corruptível	corruptibilem
corupție	corruption	corruzione	corrupción	corrupção	corruptiōnem
corupțiune	corruption	corruzione	corrupción	corrupção	corruptiōnem
corvetă	corvette	corvetta	corbeta	corveta	corbīta
cosmic	cosmique	cosmico	cósmico	cósmico	cosmicum
craniu	crâne	cranio	cráneo	crânio	crānium
crap	carpe	carpa	carpa	carpa	carpam
crăpa	crever	crepare	quebrar	quebrar	crepāre
crasă	crase	crasi	crasis	crase	crāsis
crater	cratère	cratere	cráter	cratera	crātērem
crea	créer	creare	crear	criar	creāre
creastă	crête	cresta	cresta	crista	cristam
creație	création	creazione	creación	criação	creātiōnem
creațiune	création	creazione	creación	criação	creātiōnem
creator	créateur	creatore	creador	criador	creātōrem
crede	croire	credere	creer	crer	crēdēre
credit	crédit	credito	crédito	crédito	crēditum
creier	cerveau	cervello	cerebro	cérebro	cerebellum
cremă	crème	crema	crema	creme	chrisma
crepuscul	crépuscule	crepuscolo	crepúsculo	crepúsculo	crepusculum
crește	croître	crescere	crecer	crecer	crēscere
creștin	chrétien	cristiano	cristiano	christáo	christiānum
criptă	crypte	cripta	cripta	cripta	cryptam
cristal	cristal	cristallo	cristal	cristal	crystallum
cristalin	cristallin	cristallino	cristalino	cristalino	crystallinum
criză	crise	crisi	crisis	crise	crisis
crocodil	crocodile	coccodrillo	cocodrilo	crocodilo	crocodīlum
cruce	croix	croce	cruz	cruz	crucem
crucifica	croiseur	crucificare	crucificar	crucificar	crucificāre
crud	cru	crudo	crudo	cru	crūdum
crural	crural	crurale	crural	crural	crūrālem
cuaternar	quaternaire	quaternario	cuaternario	quaternário	quaternārium
cub	cube	cubo	cubo	cubo	cubum
cubital	cubital	cubitale	cubital	cubital	cubitālem
cuc	coucou	cucco	cuco	cuco	cucum
cugeta	cuidier	coitare	cuidar	cuidar	cōgitāre
cui	coin	conio	cuño	cunho	cuneum
culege	cueillir	cogliere	coger	colher	colligēre
culme	culmen	colmo	cumbre	cume	culmen
culmina	culminer	culminare	culminar	culminar	culmināre
cultură	culture	cultura	cultura	cultura	cultūram
cum	comme	come	como	como	quōmodo
comunica	communier	comunicare	comulgar	comungar	commūnicāre
cumpăra	comperer	comprare	comprar	comprar	comparāre
cunoaște	connaître	conoscere	conocer	conhecer	cōgnōscēre
cupă	coupe	coppa	copa	copa	cūpam
cuprinde	comprendre	comprendere	comprender	comprender	comprendēre
cultiva	cultiver	coltivare	cultivar	cultivar	colāre
curabil	curable	curabile	curable	curável	cūrābilem
cur	cul	culo	culo	cu	culum
curaj	courage	coraggio	coraje	coragem	coraticum
curent	courant	corrente	corriente	corrente	currentem
curial	curial	curiale	curial	curial	cūriālem
curios	curieux	curioso	curioso	curioso	cūriōsum
curiozitate	curiosité	curiosità	curiosidad	curiosidade	cūriōsitātem
cursor	curseur	cursore	cursor	cursor	cursōrem
cuspidă	cuspide	cuspide	cúspide	cúspide	cuspidem
cuticulă	cuticule	cuticola	cutícula	cutícula	cutīculam
cvadrant	quadrant	quadrante	cuadrante	quadrante	quadrantem
cvadratură	quadrature	quadratura	cuadratura	quadratura	quadrātūram
cvasi	quasi	quasi	casi	quase	quasi
cvorum	quorum	quorum	quórum	quorum	quōrum
dalmatic	dalmatique	dalmatico	dalmático	dalmático	dalmaticum
dalmatică	dalmatique	dalmatica	dalmática	dalmática	dalmaticam
dativ	datif	dativo	dativo	dativo	datīvum
daună	dommages	danno	daño	dano	damnum
de	de	di	de	de	dē
debil	débile	debole	débil	débil	dēbilem
debitor	débiteur	debitore	deudor	devedor	dēbitōrem
decadă	décade	decade	década	década	dēcadēre
decalog	décalogue	decalogo	decálogo	decálogo	decalogum
decan	doyen	decano	decano	deão	decānum
decapita	décapiter	decapitare	decapitar	decapitar	dēcapitāre
decembrie	décembre	decembre	diciembre	dezembro	decembrem
decenal	décennal	decennale	decenal	decenal	decennālem
decență	décence	decenza	decencia	decência	decentem
decide	décider	decidere	decidir	decidir	dēcidēre
decizie	décision	decisione	decisión	decisão	dēcīsiōnem
declamație	déclamation	declamazione	declamación	declamação	dēclāmātiōnem
declara	déclarer	dichiarare	declarar	declarar	dēclārāre
declarațiune	déclaration	dichiarazione	declaración	declaração	dēclārātiōnem
declinație	déclinaison	declinazione	declinación	declinação	dēclīnātiōnem
decrepit	décrépit	decrepito	decrépito	decrépito	dēcrepitum
dedica	dédier	dedicare	dedicar	dedicar	dēdicāre
