ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
-	-	arsione	-	-	a:rsio:
-	armoise	artemisia	artemisia	-	artemisiam
-	articulation	-	-	-	articula:tio:nem
-	-	-	articular	-	articula:re
-	as	-	as	ás	assem
-	-	àsaro	ásaro	ásaro	asarum
-	aisselle	ascella	-	-	ascellam
-	ascendre	ascendere	ascender	ascender	ascendere
-	ascension	ascensione	ascensión	ascensão	asce:nsio:nem
-	ascenseur	-	-	-	asce:nso:rem
-	-	ascia	-	archa	asciam
-	-	ascrivere	adscribir	-	a:scri:bere
-	-	aseità	-	asseidade	ase:ita:tem
-	asiatique	-	-	-	a:sia:ticum
-	-	assillo	-	-	asi:lum
-	asperge	asparago	espárrago	espargo	asparagum
aștepta	aspecter	aspettare	-	-	aspecta:re
-	aspect	aspetto	aspecto	aspecto	aspectum
-	asperger	aspergine	asperger	asperger	aspergere
-	aspérité	-	-	-	asperita:tem
-	aspersion	aspersione	aspersión	aspersão	aspersio:nem
aspirație	aspiration	aspirazione	aspiración	aspiração	aspi:ra:tio:nem
aspira	aspirer	aspirare	aspirar	aspirar	aspi:ra:re
-	-	asportazione	-	-	asporta:tio:nem
-	-	asportare	asportar	-	asporta:re
-	-	-	asechar	asseitar	assecta:ri:
-	-	asserire	-	asserir	asserere
-	assertion	-	aserción	-	assertio:nem
-	assis	assiso	-	-	assessum
așeza	asseoir	assidere	asear	-	asside:re
-	assidu	assiduo	asiduo	assíduo	assiduum
-	assigner	assegnare	asignar	assinar	assigna:re
-	assaillir	-	-	-	assili:re
asimila	assimiler	-	asimilar	assimilar	assimula:re
-	assister	assistere	asistir	assistir	assistere
-	-	-	asar	assar	assa:re
-	associer	associare	asociar	associar	associa:re
-	-	-	asolar	assolar	assola:re
-	-	assuefare	-	-	assue:facere
așchie	attelle	ascola	astilla	acha	assulam
-	assumer	assumere	asumir	assumir	assu:mere
-	assomption	assunzione	asunción	assunção	assu:mptio:nem
-	-	assurgere	-	-	assurgere
-	-	astice	-	-	astacum
așterne	-	-	-	-	asternere
adăsta	-	-	-	-	asta:re
astrânge	astreindre	astringere	-	-	astringere
astru	astre	astro	astro	astro	astrum
astruca	-	-	-	-	astruere
-	autour	astore	-	-	asturem
-	astuce	astuzia	astucia	astúcia	astu:tiam
-	-	astuto	astuto	astuto	astu:tum
-	asile	asilo	asilo	asilo	asȳlum
-	âtre	atro	atro	atro	a:trum
-	-	-	atlántico	atlântico	a:tlanticum
-	atrabilaire	-	atrabiliario	-	a:trabi:la:rium
-	atramentaire	atramento	atramento	atramento	a:tra:mentum
-	attremper	attemperare	-	-	attempera:re
-	attendre	attendere	atender	atender	attendere
atent	attentif	attento	atento	atento	attentum
-	atténuation	-	-	-	attenua:tio:nem
-	attester	attestare	-	-	attesta:ri:
aține	attenir	attenere	atener	ater	attine:re
atinge	atteindre	attingere	atingir	atingir	attingere
-	attraire	attrarre	atraer	atrair	attrahere
-	attribuer	attribuire	atribuir	atribuir	attribuere
-	attribution	attribuzione	atribución	-	attribu:tio:nem
-	-	auzione	aucción	-	auctio:nem
-	autorité	autorità	autoridad	autoridade	aucto:rita:tem
apuca	-	-	-	-	aucupa:ri:
audacie	audace	audacia	audacia	audácia	auda:ciam
-	audacieux	audace	audaz	audaz	auda:cem
-	oser	osare	osar	ousar	aude:re
audiență	audience	udienza	audiencia	audiência	audientiam
audiție	audition	audizione	audición	audição	audi:tio:nem
auzitor	auditeur	uditore	oidor	ouvidor	audi:to:rem
auditoriu	auditoire	auditorio	auditorio	auditório	audi:to:rium
auzit	ouï	udito	oído	ouvido	audi:tum
-	affurer	-	aferrar	auferir	auferre
-	-	-	auger	-	auge:re
-	augmentation	aumentazione	aumentación	aumentação	augmenta:tio:nem
augur	augure	augure	augur	áugure	augurem
-	augure	augurio	augurio	-	augurium
augura	augurer	augurare	augurar	augurar	augura:re
-	-	-	aula	aula	aulam
aură	aura	aura	aura	aura	auram
aurar	-	-	-	-	aura:rium
alior	loriot	-	-	-	aureolum
auri	-	-	-	-	aure:scere
-	-	-	-	auricolor	auricolo:rem
-	-	-	-	aurícomo	auricomum
-	-	auricola	aurícula	aurícula	auriculam
-	-	orefice	orífice	aurífice	aurificem
-	-	auriga	auriga	-	auri:gam
-	-	-	aurígero	aurígero	aurigerum
-	orpiment	orpimento	-	-	auripigmentum
aurora	aurore	aurora	aurora	aurora	auro:ram
-	-	-	-	auriginoso	auru:gino:sum
-	auspices	-	auspicio	-	auspicium
austru	-	ostro	-	-	austrum
-	automnal	autunnale	otoñal	outonal	autumna:lem
-	-	-	tomar	-	autuma:re
-	auxiliaire	ausiliare	auxiliar	auxiliar	auxilia:rem
-	-	ausiliario	-	-	auxilia:rium
-	-	ausilio	auxilio	-	auxilium
-	-	ava	-	-	avam
-	avoine	avena	avena	aveia	ave:nam
aversiune	aversion	avversione	aversión	aversão	a:versio:nem
-	-	-	avieso	avesso	a:versum
-	aïeule	-	abuela	aia	aviam
-	-	-	avecilla	-	avicellam
-	avidité	avidità	-	-	avidita:tem
-	avis	avviso	ave	ave	avem
-	-	-	-	ávio	a:vium
-	-	avocazione	-	-	avoca:tio:nem
-	-	avocare	-	-	a:voca:re
unchi	oncle	-	-	-	avunculum
auș	-	avo	-	avô	avum
-	aïeul	-	abuelo	-	avulum
ax	ais	asse	eje	axe	axem
-	baie	bacca	baya	baga	ba:cam
-	baccalauréat	baccalaureato	bachillerato	bacharelado	baccalaureatum
-	bachelier	-	bachiller	bacharel	baccalaureum
-	bâcle	bacolo	-	-	baculum
-	bai	baio	bayo	baio	badium
-	bailler	-	-	bajular	ba:iula:re
baieră	-	baiulo	baile	-	ba:iulum
-	-	balbare	-	-	balba:re
-	-	-	bobo	bobo	balbum
-	balbutier	balbettare	balbucir	balbuciar	balbu:ti:re
balenă	baleine	balena	ballena	baleia	ballaenam
-	balnéaire	-	balneario	balneário	balnea:rium
baie	bain	bagno	baño	banho	balneum
-	-	belare	balar	balar	ba:la:re
balț	-	balteo	bálteo	bálteo	balteum
-	baltique	baltico	báltico	báltico	balticum
baptism	baptême	battesimo	bautismo	batismo	baptismum
baptist	baptiste	battista	baptista	batista	baptistam
-	baptistère	battistero	baptisterio	batistério	baptiste:rium
-	-	baratro	báratro	báratro	barathrum
-	barbarisme	barbarismo	barbarismo	barbarismo	barbarismum
-	barbariser	barbarizzare	barbarizar	barbarizar	barbari:za:re
bărbat	-	barbato	barbado	barbado	barba:tum
barbur	barbelé	barbula	-	-	barbulam
barcă	barge	barca	barca	barca	barcam
-	barde	bardo	bardo	bardo	bardum
-	baryton	baritono	barítono	barítono	barytonum
bazilică	basilique	basilica	basílica	basílica	basilicam
-	basilic	basilico	-	basílico	basilicum
-	basilic	basilisco	basilisco	basilisco	basiliscum
-	baiser	baciare	besar	beijar	ba:sia:re
-	base	base	base	-	basem
-	baiser	bacio	beso	beijo	ba:sium
-	-	bassarisco	-	-	bassariscum
-	bas	basso	bajo	baixo	bassum
-	basterne	basterna	-	-	basternam
bate	battre	battere	batir	bater	battuere
-	-	beato	beato	beato	bea:tum
-	-	bellico	bélico	bélico	bellicum
-	-	-	belígero	-	belligerum
-	belligérer	-	-	-	belligera:re
-	beau	bello	bello	belo	bellum
-	belluaire	belva	-	beluaria	be:lvam
-	bénir	benedire	bendecir	bendizer	benedi:cere
-	bénédiction	benedizione	bendición	bênção	benedictio:nem
-	benoît	benedetto	bendicho	-	benedictum
-	-	benefare	benefacer	-	benefacere
-	bénéfice	beneficio	beneficio	-	beneficium
-	bénéfique	-	benéfico	benéfico	beneficum
-	-	-	benevolencia	-	benevolentiam
-	bénévole	-	benévolo	-	benevolum
-	bénin	benigno	benigno	benigno	benignum
-	benne	-	-	-	bennam
-	berle	-	-	-	berulam
-	béryl	berillo	berilo	berilo	be:ryllum
bestie	biche	biscia	bicha	bicha	be:stiam
-	bestiaire	bestiario	bestiario	-	be:stia:rium
-	bestiole	bestiola	-	bestiola	be:stiolam
-	-	bieta	-	beterraba	be:tam
betulă	bouleau	betulla	abedul	bétula	betulam
băutor	buveur	bevitore	bebedor	bebedor	bibito:rem
-	-	bibliopola	-	-	bibliopo:lam
-	bibliothécaire	bibliotecario	-	bibliotecário	bibliothe:ca:rium
bea	boire	bere	beber	beber	bibere
biceps	biceps	bicipite	bíceps	bíceps	bicipitem
-	-	bienne	biene	-	biennem
-	-	biennio	bienio	-	biennium
-	-	-	bifurcarse	-	bifurcum
bigă	-	bica	viga	viga	bi:gam
bilă	bile	bile	bile	bile	bi:lem
-	-	-	-	bimo	bi:mum
-	-	bivio	-	-	bivium
-	-	biada	-	-	bladum
-	-	bleso	-	-	blaesum
-	blandir	blandire	blandir	-	blandi:ri:
-	-	blandizia	blandicia	blandícia	blanditiam
blând	-	blando	blando	brando	blandum
blestema	blâmer	-	-	-	blasphe:ma:re
-	blatérer	blaterare	-	blaterar	blatera:re
-	-	blatta	-	barata	blattam
-	blette	-	bledo	-	blitum
boar	-	boario	boyero	boieiro	boa:rium
-	-	boato	-	boato	boa:tum
burete	bolet	boleto	boleto	-	bo:le:tum
-	-	bombarda	bombarda	bombarda	bombardam
-	-	bombo	bombo	-	bombum
-	-	-	bómbice	-	bombycem
-	bourrache	borragine	borraja	borragem	bora:ginem
boschet	bûche	bosco	bosque	bosque	boscum
-	boudin	-	botillo	butelo	botellum
-	botulin	botulino	botulino	-	botulum
boar	bouvier	bovaro	-	-	bova:rium
brace	braie	braca	braga	braga	bra:cam
brace	braies	brache	bragas	bragas	bra:ca:s
-	-	bracato	bragado	bragado	bra:ca:tum
braț	bras	braccio	brazo	braço	bracchium
brâncă	branche	branca	branca	-	brancam
-	bref	breve	breve	breve	brevem
-	brièveté	-	brevedad	-	brevita:tem
-	britannique	britannico	británico	britânico	britannicum
-	broche	brocco	broche	-	broccum
-	-	bruco	-	bruco	bru:chum
bivol	bubale	bufalo	búfalo	búfalo	bu:balum
buhă	-	-	búho	-	bu:bo:nem
-	bubonique	-	bubónico	-	bu:bo:nicum
-	-	bifolco	-	-	bubulcum
bucea	-	-	-	-	buccellam
-	-	-	bucle	-	bucculam
bucium	buccine	buccina	bocina	buzina	bu:cinam
-	-	buccinare	-	-	bu:cina:re
bucium	buccin	bucine	-	búzio	bu:cinum
bulă	bulle	bolla	bolla	bulha	bullam
-	bouillir	bollire	bullir	-	bulli:re
-	-	bure	-	-	buram
-	-	burgravio	-	-	burgra:vium
-	bourgeon	borra	borra	borra	burram
-	-	-	burro	burro	burricum
boașă	bourse	borsa	bolsa	bolsa	bursam
-	-	borsaio	-	-	bursa:rium
-	bursiforme	-	-	-	bursifo:rmem
-	beurre	burro	butiro	-	bu:tȳrum
bucsău	buis	bosso	bujo	buxo	buxum
cavaler	chevalier	cavaliere	caballero	-	caballa:rium
-	-	-	cácabo	-	ca:cabum
-	-	-	-	cachinar	cachinna:re
-	-	cacume	-	-	cacu:men
cadavru	cadavre	cadavere	cadáver	cadáver	cada:ver
cădea	choir	cadere	caer	cair	cadere
-	caduc	caduco	caduco	caduco	cadu:cum
-	cécité	-	-	-	caecita:tem
-	-	-	cegar	cegar	caeca:re
ceață	-	cieco	ciego	cego	caecum
-	célibat	celibe	célibe	-	caelibem
-	-	celestiale	celestial	celestial	caelestia:lem
-	-	-	célico	célico	caelicum
ciment	-	cemento	cemento	cemento	caementum
-	-	-	cieno	ceno	caenum
ceapă	cive	-	-	-	caepam
cepar	-	-	-	-	caepa:rium
-	cérémonial	cerimoniale	ceremonial	-	caerimo:nia:lem
-	céruléen	ceruleo	cerúleo	-	caeruleum
-	-	cespite	césped	céspede	caespitem
-	-	-	-	cajado	caiam
caramel	caramel	caramello	caramelo	caramelo	calamellum
-	-	-	-	calamistro	calamistrum
calamitate	calamité	calamità	calamidad	calamidade	calamita:tem
-	-	calamitoso	calamitoso	calamitoso	calamito:sum
carâmb	calame	calamo	cálamo	-	calamum
călcâi	-	calcagno	-	-	calca:neum
-	calcaire	calcareo	calcáreo	calcário	calca:rium
-	-	calzare	-	-	calcea:rium
-	-	-	-	calça	calceum
-	-	calcolazione	-	calculação	calcula:tio:nem
calcul	calcul	calcolo	cálculo	cálculo	calculum
căldare	-	caldaio	caldero	caldeiro	calda:rium
-	chauffer	-	calefacer	-	calefacere
calefacție	caléfaction	-	calefacción	calefação	calefactio:nem
-	-	-	caliente	quente	calentem
-	chaloir	calere	caler	-	cale:re
-	-	-	-	aquecer	cale:scere
-	calidité	calidità	-	-	calidita:tem
-	-	caliga	cáliga	cáliga	caligam
-	caligineux	caliginoso	caliginoso	caliginoso	ca:li:gino:sum
-	-	caligine	-	-	ca:li:ginem
-	calife	califfo	califa	califa	cali:pham
caliciu	-	calice	cáliz	cálice	calicem
-	-	callido	cálido	cálido	callidum
cale	-	calle	calle	-	callem
-	-	callo	callo	calo	callum
-	chaleur	calore	calor	calor	calo:rem
calomnie	challenge	calunnia	calumnia	calúnia	calumniam
-	-	-	calvir	calvir	calvi:
-	chauve	calvo	calvo	calvo	calvum
calce	chaux	calce	calce	coice	calcem
-	calice	-	-	-	calycem
-	-	-	-	cama	camam
cămară	-	-	cámara	câmara	camaram
schimba	changer	cambiare	cambiar	cambiar	cambi:re
-	cambium	cambio	cambio	câmbio	cambium
cămin	cheminée	camino	-	-	cami:num
-	-	-	cámaro	-	cammarum
-	chemin	cammino	camino	-	cammi:num
-	champêtre	campestre	campestre	campestre	campestrem
-	-	campicello	-	-	campicellum
campion	champion	campione	campeón	campeão	campio:nem
-	-	cansare	cansar	cansar	campsa:re
-	-	camo	-	-	ca:mum
-	-	-	-	quelha	cana:liculam
-	-	-	-	canalículo	cana:liculum
cânepă	-	canapa	-	-	canapam
-	chanceler	-	-	-	cancella:re
cancer	chancre	-	cancro	cancro	cancrum
candelă	-	candela	candela	candil	cande:lam
-	candélabre	candelabro	candelabro	candelabro	cande:la:brum
-	-	candire	-	-	cande:re
-	candide	candido	cándido	-	candidum
-	-	-	candor	candor	cando:rem
-	-	-	canecer	-	ca:ne:scere
caniculă	canicule	canicola	canícula	canícula	cani:culam
canin	canin	canino	canino	canino	cani:num
-	-	canestro	canastillo	-	canistrum
cană	canne	canna	caña	cana	cannam
cânepă	chanvre	canapa	cáñamo	-	cannabem
-	-	-	cañedo	-	canne:tum
-	canon	canone	canon	-	canonem
-	-	-	canoro	canoro	cano:rum
cântec	cantique	cantico	cántico	cântico	canticum
-	chanson	canzone	canción	canção	cantio:nem
cânta	chanter	cantare	cantar	-	canta:re
cantor	chanteur	cantore	cantor	cantor	canto:rem
cânt	chant	canto	canto	canto	cantum
-	-	cano	cano	cão	ca:num
cărunt	chenu	canuto	canudo	-	ca:nu:tum
-	capable	-	-	-	capa:bilem
capacitate	capacité	capacità	capacidad	capacidade	capa:cita:tem
-	capace	capace	capaz	capaz	capa:cem
-	chevreau	-	-	-	capellum
-	-	capro	cabrón	-	caprum
-	cheveu	capello	cabello	cabelo	capillum
încăpea	-	capire	caber	caber	capere
-	capitation	capitazione	capitación	capitação	capita:tio:nem
căpețel	caudillo	capitello	capitel	cabedelo	capitellum
-	chevet	-	cabezo	cabeço	capitium
-	-	capitone	-	-	capito:nem
-	capitulation	capitolazione	capitulación	capitulação	capitula:tio:nem
-	chapitre	capecchio	cabildo	cabido	capitulum
clapon	chapon	cappone	capón	capão	ca:po:nem
capelă	chapelle	cappella	capilla	capela	cappellam
-	-	-	cabrahigar	-	caprifi:ca:re
-	-	caprile	-	-	capri:le
caprin	caprin	caprino	caprino	caprino	capri:num
-	captation	-	-	-	capta:tio:nem
agăța	chasser	cacciare	cazar	caçar	captia:re
-	captieux	-	-	capcioso	captio:sum
captiv	chétif	cattivo	cativo	cativo	capti:vum
căuta	capter	captare	catar	catar	capta:re
captură	capture	cattura	captura	captura	captu:ram
-	câble	cappio	cacha	cacho	capulum
-	-	cappio	cápulo	cabo	capulum
-	chère	-	cara	cara	caram
-	-	carbonio	-	-	carbo:nium
-	carboncle	carbuncolo	carbúnculo	carbúnculo	carbunculum
-	carne	cardine	cárdine	-	cardinem
-	-	-	carecer	carecer	care:re
-	carex	carice	carrizo	-	ca:ricem
-	carène	carena	carena	-	cari:nam
-	charme	carme	carmen	carme	carmen
scărmăna	-	carminare	carminar	carminar	carmina:re
-	-	-	carnero	carneiro	carna:rium
-	-	carnefice	carnífice	carnífice	carnificem
cărnos	charneux	carnoso	carnoso	carnoso	carno:sum
carotă	carotte	carota	-	-	caro:tam
-	charpente	carpento	-	-	carpentum
căruță	charrue	carrozza	carruca	-	carru:cam
-	cher	caro	caro	caro	ca:rum
-	girofle	-	-	-	caryophyllum
-	casier	casaro	quesero	queijeiro	ca:sea:rium
-	-	-	-	casso	cassum
-	-	castaldo	-	-	castaldum
castan	châtaigne	castagna	-	castanha	castaneam
-	-	-	castaño	-	castaneum
câștiga	-	castigare	-	castigar	casti:ga:re
-	châtré	castrato	castrado	castrado	castra:tum
castru	-	-	castro	castro	castrum
caz	cas	caso	caso	caso	ca:sum
-	-	catafratto	-	-	cataphractum
-	cataracte	-	catarata	-	cataractam
-	catéchisme	catechismo	-	catecismo	cate:chismum
-	catéchiser	catechizzare	catequizar	catequizar	cate:chi:za:re
cățea	-	-	-	cadela	catellam
cățel	chiot	catello	cadillo	cadelo	catellum
-	enchaîner	catenare	candar	-	cate:na:re
catedră	cathèdre	cattedra	cátedra	cátedra	cathedram
catedrală	cathédrale	cattedrale	catedral	catedral	cathedra:lem
-	-	catilinario	-	-	catili:na:rium
cățân	catin	catino	catino	cadinho	cati:num
-	catorchite	-	-	-	catorchi:te:n
-	chatte	gatta	gata	gata	cattam
cauc	-	-	-	-	caucum
coadă	coda	-	cola	cola	caudam
-	caudal	caudale	caudal	caudal	cauda:lem
-	-	caudato	-	-	cauda:tum
-	-	-	-	cáudice	caudicem
curechi	-	colecchio	colleja	-	cauliculum
-	chou	caule	col	caule	caulem
-	-	calma	-	-	cauma
cauzal	causal	causale	causal	causal	causa:lem
-	cautèle	cautela	cautela	cautela	caute:lam
cauțiune	caution	cauzione	caución	caução	cautio:nem
-	-	-	coto	couto	cautum
-	-	cavillare	cavilar	cavilar	cavilla:ri:
-	caver	cavare	cavar	cavar	cava:re
gaură	cave	cavo	cavo	cavo	cavum
ceda	céder	cedere	ceder	ceder	ce:dere
-	-	cedreto	-	-	cedre:tum
cedru	cèdre	cedro	cedro	cedro	cedrum
celebru	célèbre	celebre	célebre	célebre	celebrem
-	célébration	celebrazione	celebración	-	celebra:tio:nem
-	célébrer	celebrare	celebrar	-	celebra:re
-	celer	celere	célere	célere	celerem
-	céléripede	-	-	-	celeripedem
-	-	cella	cela	cela	cellam
-	celer	celare	celar	-	ce:la:re
-	-	celsitudine	-	-	celsitu:dinem
-	celte	celta	celta	celta	celtam
-	cénacle	-	cenáculo	-	ce:na:culum
cina	-	cenare	cenar	cear	ce:na:re
cenzor	censeur	censore	censor	censor	ce:nso:rem
-	censure	-	censura	-	ce:nsu:ram
-	centaurée	centaurea	-	centáurea	centaure:am
centurie	centurie	centuria	centuria	centúria	centuriam
centurion	centurion	centurione	centurión	centurião	centuria:re
ceapă	cive	-	-	-	ce:pam
-	céphalée	cefalea	cefalea	cefaleia	cephalaeam
-	ciboule	cipolla	cebolla	cebola	ce:pullam
-	-	ceraste	-	-	ceraste:n
creier	-	cerebro	cerebro	cérebro	cerebrum
-	-	-	ciruelo	-	ce:reolum
cireașă	cerise	ciliegia	cereza	cereja	ceresiam
-	cierge	cero	cirio	-	ce:reum
cerne	-	cernere	cernir	cernir	cernere
ceros	cireux	ceroso	ceroso	ceroso	ce:ro:sum
cer	-	cerro	-	-	cerrum
-	-	certame	certamen	-	certa:men
certitudine	certitude	certitudine	certidumbre	-	certitu:dinem
certa	-	certare	-	certar	certa:re
cert	certain	certo	cierto	certo	certum
cerbă	-	cerva	cierva	-	cervam
-	cervoise	cervogia	cerveza	cerveja	cervesiam
-	-	cervino	cervino	cervino	cervi:num
-	cervoise	cervogia	cerveza	cerveja	cervisiam
-	cessation	cessazione	cesación	cessação	cessa:tio:nem
-	cesser	cessare	cesar	cessar	cessa:re
-	-	calare	calar	calar	chala:re
-	caractère	carattere	carácter	carácter	characte:rem
-	-	-	-	cartulário	chartula:rium
-	chélydre	-	-	-	chelȳdrum
-	colère	collera	-	-	choleram
-	chorée	corea	corea	coreia	chore:am
cor	chœur	coro	coro	coro	chorum
-	chronique	cronico	crónico	crónico	chronicum
-	-	ctonio	-	-	chthonium
-	-	cibazione	cebación	cibação	ciba:tio:nem
-	-	cibare	cebar	cevar	ciba:re
cib	-	cibo	cibo	cibo	cibum
cicadă	cigale	cicala	cigarra	cigarra	cica:dam
ciucure	chiche	cico	chico	-	ciccum
-	chiche	cece	chícharo	-	cicer
-	-	cicerchia	-	-	cicerculam
cicoare	chicorée	cicoria	achicoria	chicória	cichorium
-	cicindèle	-	-	-	cicinde:lam
-	cigogne	cicogna	cigüeña	cegonha	cico:niam
cucută	-	cicuta	cicuta	cicuta	cicu:tam
-	chiffre	-	-	-	cifram
ciliu	cil	ciglio	cejo	celho	cilium
cince	-	cimice	chisme	chisme	ci:micem
-	-	cimosa	-	-	cimussam
-	-	cincinno	-	-	cincinnum
centură	ceinture	cintura	cintura	cintura	cinctu:ram
-	ceint	cinto	-	-	cinctum
-	-	-	cinéreo	-	cinereum
cinge	ceindre	cingere	ceñir	cingir	cingere
-	-	cenno	ceño	cenho	cinnum
-	-	-	cércene	-	circinem
-	-	-	cercenar	cercear	circina:re
cearcăn	cerne	cercine	cérceno	cérceo	circinum
cerceta	-	-	-	-	circita:re
-	chercher	cercare	cercar	cercar	circa:re
circular	circulaire	circolare	circular	circular	circula:rem
circula	-	-	circular	circular	circula:re
circ	cercle	circolo	círculo	círculo	circulum
circumcide	circoncire	circoncidere	circuncidar	circuncidar	circumci:dere
-	-	circondare	circundar	circundar	circumdare
-	-	circondurre	-	-	circumdu:cere
-	-	-	circunferir	-	circumferre
-	-	circonflettere	-	-	circumflectere
-	-	circonfluire	-	circunfluir	circumfluere
-	-	circonlocuzione	circunlocución	-	circumlocu:tio:nem
circumnaviga	circumnaviguer	circumnavigare	circunnavegar	circum-navegar	circumna:viga:re
-	circonscrire	circoscrivere	circunscribir	circunscrever	circumscri:bere
-	circonvenir	circonvenire	circunvenir	-	circumveni:re
-	-	-	-	circunvolver	circumvolvere
cisternă	citerne	cisterna	cisterna	cisterna	cisternam
-	citation	-	-	citação	cita:tio:nem
-	citérieur	-	citerior	-	citerio:rem
ceteră	cithare	cetra	cítara	cítara	citharam
-	cithariste	-	-	-	citharoedum
civic	civique	civico	cívico	-	ci:vicum
-	clameur	clamore	clamor	clamor	cla:mo:rem
-	-	-	-	esclarecer	cla:re:scere
claritate	clarté	clarità	claridad	claridade	cla:rita:tem
-	-	-	clarar	-	cla:ra:re
-	claudication	-	-	-	claudica:tio:nem
-	claudiquer	claudicare	claudicar	-	claudica:re
-	clos	chiudere	-	chouso	claudere
-	-	chiavistello	-	-	claustellum
-	-	-	cláusula	cláusula	clausulam
clisură	clôture	chiusura	clausura	-	clausu:ram
-	clavicorde	clavicordo	clavicordio	-	cla:vi:chordium
claviculă	cheville	clavicula	-	-	cla:viculam
cheie	clef	chiave	llave	chave	cla:vem
-	clou	chiavo	clavo	clavo	cla:vum
-	-	clementissimo	clementísimo	-	cle:me:ntissimum
-	-	clessidra	-	-	clepsydram
-	clerc	chierico	clérigo	clérigo	cle:ricum
-	-	climatérico	-	climactérico	cli:macte:ricum
-	clinique	-	-	-	cli:nicum
-	-	chinare	-	-	cli:na:re
-	cacher	-	agacharse	coatar	coacta:re
-	coagulation	coagulazione	coagulación	coagulação	coa:gula:tio:nem
cheag	-	caglio	cuajo	coalho	coa:gulum
-	-	-	-	coalescer	coale:scere
-	-	-	-	coartar	coarta:re
-	cochenille	cocciniglia	cochinilla	cochinilha	coccinam
-	coccus	coque	-	-	coccum
coptură	-	cottura	cochura	-	coctu:ram
codice	code	codice	códice	códice	co:dicem
-	codicille	codicillo	codicilo	codicilo	co:dicillum
-	-	-	coercer	-	coerce:re
-	coercition	-	coerción	-	coercitio:nem
-	-	cogitabondo	-	-	co:gita:bundum
-	cogitation	-	-	-	co:gita:tio:nem
cumnat	cognat	cognato	cuñado	-	cogna:tum
cognomen	cognomen	cognome	cognome	cognome	co:gno:men
cunoaște	connaître	conoscere	conocer	conhecer	co:gno:scere
-	cohabiter	coabitare	cohabitar	-	cohabita:re
-	-	-	-	coerir	cohaere:re
-	-	-	cohibir	-	cohibe:re
-	-	-	cohonestar	-	cohonesta:re
-	cour	corte	corte	corte	cohortem
coit	-	-	-	coito	coitum
-	coup	colpo	golpe	golpe	colaphum
-	-	collaudare	colaudar	-	collauda:re
-	collecte	colletta	colecta	colecta	colle:ctam
colecție	collection	collezione	colección	coleção	colle:ctio:nem
-	-	-	colectivo	-	colle:cti:vum
-	-	collegio	colegio	colégio	colle:gium
colină	colline	collina	colina	colina	colli:nam
-	-	colle	collado	cole	collem
culca	coucher	collocare	colgar	colgar	colloca:re
-	-	colludere	coludir	-	collu:dere
-	cou	collo	cuello	colo	collum
-	collyre	collirio	colirio	colírio	collȳrium
-	couler	colare	colar	coar	colere
colonie	colonie	colonia	colonia	colônia	colo:niam
-	colon	colono	colono	colono	colo:num
